essay_set,essay,domain1_score,avg_distance_bw_neighbours,max_distance_bw_neighbours,min_distance_bw_neighbours,avg_distance_bw_points,max_distance_bw_points,clark_and_evans,avg_distance_to_nearest_neighbours,cumulative_frequency_distribution,avg_distance_bw_neighbours_euclid,max_distance_bw_neighbours_euclid,min_distance_bw_neighbours_euclid,avg_distance_bw_points_euclid,avg_distance_bw_centroid_and_points,max_distance_bw_centroid_and_points,min_distance_bw_centroid_and_points
3,The features of the setting affect the cyclist in many ways. The features of the setting that affect the cyclist is the lact of information on were to go and the lack of water. This was a problem because he needed water for his trip and directions on were to go.  ,1,0.4017070787426745,0.825860488335225,0.18187824539136194,0.4096784838460577,0.825860488335225,1.5998677843077584,0.35774131207241194,0.6,1.0580738544901351,1.2791573434168588,0.5901516951848482,0.9549656007523022,[0.76392187],[0.87593848],[0.6797922]
3,"The features of the setting affected the cyclist in a negative way. He was in the desert, which is dry and hot. I was traveling through the high deserts of California in June.""(Kurmaskie @NUM1). Also, the  temperature was hot and made every thing around him hot, brackish water faling somewhere in the neighborhood of two hundred degrees"" (Kurmaskie @NUM1). Since he was in the desert, there was no escape from the sun. The text  states, The sun was beginning to beat down(Kurmaskie @NUM3). The cyclist was all alone in the road with none around him either so into he passed out, no one could help him.  and the growing realization that I could drop from heatstroke on a gorgous day in June(Kurmaskie @NUM1). ""About forty miles into the pedal, I arrived at the first town but on that morning it fit the traditional definition of a ghost town."" (Kurmaskie @NUM3). Thesettings that the cyclist was riding in wasn't good ones and so they negativly affected him; causing him to be dehydrated and tiredin the end.",2,0.8271815637058506,0.8576808410365702,0.7600210820782517,0.4340059226006588,0.8576808410365702,6.321504449096034,0.8161027151441677,0.4,0.5862344560080722,0.6927898930003936,0.533515058762974,1.0031007923061555,[0.75078213],[0.85413737],[0.68362172]
3,"Everyone travels to unfamiliar places. Sometimes we get lost and ask locals for directions which @MONTH1 not be a good idea. The setting affected the cyclist. He had a perfectly good map but asked older men who look like they havent been out in ages. The old men apparently havent been out because they gave the cyclist the wrong directions.  My advice would be to not listen to anyone no matter their age if you have a perfectly good map with you. Also try to know where you are going at all times. Yes, sir!",1,0.6291817148376494,0.7224910674002355,0.5281207430620007,0.32085020063457875,0.7224910674002355,3.6556904312931358,0.6092817385488559,0.5555555555555556,0.8584486138492297,0.9714723433407657,0.744995211527919,1.0832299914081105,[0.82244413],[0.91352422],[0.7554998]
3,"I believe the features of the cyclist affected him because he was impatient and trustworthy he tock the old mens advice to take an hr of his time bay taking a short cat, if he would of stayed true to the mep he wouldnt of almost ared of heat but his impatientress got the best of him so he took the shortcut. After his experence he new haes to stat ?? to the mep and not trust people who havent seen changes in the last few years.  ",1,0.5873266329166636,0.6201817708306542,0.5511334541989594,0.3581752811275106,0.6201817708306542,3.2657907198461316,0.577315690984824,0.625,0.908143850834007,0.947487779130729,0.8715712583252683,1.0491183526973327,[0.79966143],[0.90691397],[0.75067702]
3,"The setting effects the cyclist because of the setting were diffrent the story would not of made sense. The setting of the story is not and dry with scaterd ghost towns. When he reaches the first town he sees One ramshackle sheds several rusty pumps and a coral that couldnt hold the lamesh mule. If the setting had the problem of no water so there would be no conflict in the story, In the story the speeker says I was travling through the high deserts of California that are very hot and dry, and he says This causes the problem of it being hot and dry if the seting was a forest in @DATE1 he wouldnt have as much of a problem needing water which would of made the story much less exciting.",2,0.7626274026227399,0.8514104071626225,0.7066256470292882,0.42265655421428727,0.8514104071626225,5.131295782020199,0.7406387502602384,0.75,0.6857882733405849,0.7659952388503627,0.5451414363949554,1.0101636969898191,[0.75822191],[0.89047275],[0.69262647]
3,"There were many features of the setting that affected the cyclist. For instance, it was extremely hot and dry. Also it  was nearly deserted, almost all of the places he crossed were deserted .A  lost her features of the setting were a ram shackle shed, several rusty pumps, and a corral that caldnt hald in the lamest move.an is the feature give you an idea if haw the cyclist feels.  ",1,0.47978399244522635,0.5771645089073297,0.3912727789602153,0.3188037289023064,0.5771645089073297,2.449391555278522,0.46289149419204906,0.2857142857142857,1.0185736199996849,1.1033831800782399,0.919603709314692,1.0721151710358368,[0.82485567],[0.8740035],[0.79104921]
3,The cyclist was riding through a tower when he stopped for directions. These old men told him to take a short cut and he did and got lost. He was in a ghost town in the desert. In conclusion the desert is hot.,1,0.025589799676689323,0.10235919870675729,0.0,0.23346871554567564,0.197805523759426,0.09155285057228714,0.020471839741351458,0.8,1.3956304692117807,1.4142135623730951,1.0,1.1067225010530601,[0.8751732],[0.91294508],[0.84087384]
3,"The affects of the cyclist is if it does not change. it cut hurt a lot of people feeling because they @CAPS1 dont care about the cyclist. Im one of them people who does not care about it cause it does not affect me or anyone I know. It is a big deal to write people, some of them @CAPS1 blow stuff up. They talking on tiv and on the radio making all this stuff they say is made up. I dont believe to I see it. That @CAPS1 not for black people because it has not did anything to us. We really dont care about the affects of the cyclist.",0,0.7080162813620144,0.8058004114274501,0.5783189970313644,0.40501562637335975,0.8058004114274501,4.192414725224721,0.6628789713869545,0.6,0.7577839967225128,0.9183474320415297,0.6232167978682058,1.0168696738915286,[0.7706035],[0.82691836],[0.7235034]
3,"The essay Rough Road Ahead: Do Not Exceed Posted Speed Limit describes a mans bicycle ride through California. Now, California is very hot during the summer, which is when the cyclist is riding. This setting greatly affects the mans journey. It made it very difficult for him to finish his ride. He drank most of his water in the beginning of his ride so he gets very dehydrated. The text states, The water bottles contained only a few tantalizing sips. As you can see the setting makes this mans bikeride very hard.",2,0.6304039888718421,0.706141136889844,0.5175246043366672,0.3205344182215862,0.706141136889844,3.5908078790206193,0.5984679798367698,0.4444444444444444,0.8570097538653052,0.9823190883448544,0.766627501607079,1.0841820613045818,[0.82296926],[0.92367535],[0.77469323]
3,"In the story, Rough Road Ahead: Do Not Exceed Posted Speed Limit written by Joe Kurmaskie, represents how certain conditions can affect a cyclist. The cyclist was biking through the desert to reach Yosemite National Park, but on his journey he accoutered many tough conditions to make it difficult to get there. First of all, the desert was very hot which makes travel very difficult. For example the text states, the sun was beginning to beat down. @CAPS1 makes any task difficult because the sun drains a persons energy. Secondly, the trip was very long so the cyclist had a hard time conserving water. For instance, the man drank so much water, he almost ran out; The water bottle contained only dehydration which can cause death. Joe Kurmaskies story, Rough Road Ahead. Do Not Exceed Posted Speed Limit, represents how certain conditions of an environment can affect a cyclist.  ",3,0.7889340766816141,0.8340681874823193,0.7339526248118985,0.3815036768983735,0.8340681874823193,5.563567966181264,0.7715280606382865,0.5384615384615384,0.6479910367321899,0.7294482506499028,0.5760760583771571,1.0428432505233571,[0.78544099],[0.8932864],[0.74038378]
